"name","rank_overall","rank_presence","rank_impact","rank_open","rank_excellence"
"Beijing (Northern) Jiaotong University / 北京交通大学","555","1403","978","895","417"
"Technische Universität Dortmund","556","674","906","834","496"
"New Jersey Institute of Technology","556","2050","486","420","808"
"Tallinn University of Technology / Tallinna Tehnikaülikool","558","213","1053","1087","425"
"Universitat d'Alacant / Universidad de Alicante","559","218","555","453","846"
"Universität Rostock","559","1216","832","609","558"
"University of Tromso / Universitetet i Tromsø","561","351","595","555","763"
"(3) University of Kansas Medical Center","562","3148","805","480","551"
"San Francisco State University","563","1327","221","764","1097"
"Karl Franzens Universität Graz","564","778","610","594","725"
"Université de Fribourg / Universität Freiburg","564","518","738","476","678"
"Zhengzhou University / 郑州大学","564","1427","806","1317","459"
"University of Texas El Paso","567","659","442","570","896"
"Worcester Polytechnic Institute","567","1181","314","541","1014"
"Universität Bayreuth","567","960","671","565","684"
"Tehran University of Medical Sciences","570","185","1574","398","404"
"(1) Kyungpook (Kyungbook) National University / 경북대학교","570","611","1296","392","451"
"University of Patras (incl University of Western Greece)","572","747","810","399","646"
"East Carolina University","573","1216","417","586","899"
"Università degli Studi di Siena","574","1017","1071","408","514"
"University of Haifa","575","390","747","452","706"
"Novosibirsk State University / Новосибирский государственный университет","575","898","954","653","525"
"Colorado School of Mines","577","2916","746","365","640"
"National Yang Ming University","577","1449","634","1016","614"
"Università della Calabria (Università degli Studi della Calabria)","579","1391","1062","567","487"
"Universiti Sains Malaysia","580","724","1058","456","537"
"University of Toledo","581","1776","530","531","796"
"University of Portsmouth","582","1045","614","633","737"
"Northumbria University","583","1234","660","624","696"
"Università degli Studi di Salerno","583","806","1490","433","407"
"Università degli Studi Roma Tre","583","990","999","559","542"
"Hefei University of Technology / 合肥工业大学","583","1893","791","1158","504"
"Universidad de Castilla la Mancha","587","641","820","489","658"
"Beijing University of Posts and Telecommunications / 北京邮电大学","588","2435","972","887","458"
"University of Montana Missoula","589","1181","361","1021","891"
"Pusan National University (Miryang) / 부산대학교","590","426","1150","638","497"
"University of Eastern Finland / Itä-Suomen yliopisto","591","1052","1259","407","477"
"Universidade Federal do Paraná","591","276","641","616","789"
"Universidade de Brasília UNB","593","203","676","560","806"
"(3) Peking University Health Science Center (Beijing Medical University) / 北京大学医学部","594","1529","1125","1621","358"
"University of Stirling","595","2008","594","490","789"
"Southwest Jiaotong University / 西南交通大学","596","894","941","1112","512"
"Murdoch University","597","1807","688","472","745"
"Università degli Studi di Trieste","598","656","1320","553","472"
"University of Waikato","598","1156","441","574","955"
"Grenoble INP / Institut polytechnique de Grenoble (Communauté Université Grenoble Alpes)","600","2393","1409","778","369"
"Universiti Putra Malaysia","601","297","1454","436","493"
"ranking","","","","",""
"Palacký University of Olomouc / Univerzita Palackého v Olomouci UP","602","478","866","994","597"
"University of North Carolina at Greensboro","603","1069","435","500","1000"
"University of Ioannina","604","1109","940","474","630"
"Budapest University of Technology and Economics / Budapesti Műszaki és Gazdaságtudományi Egyetem BME","605","376","558","716","872"
"École Normale Supérieure de Lyon (comUE Université de Lyon)","606","295","668","481","862"
"Miami University of Ohio","607","898","379","600","1050"
"National Sun Yat Sen University / 國立中山大學","608","339","674","836","762"
"University of Zagreb","608","133","872","1822","533"
"Università degli Studi di Verona","610","625","1452","330","505"
"North Dakota State University","611","1216","542","673","855"
"Universidad de los Andes Colombia","611","540","621","723","819"
"Technische Universität Kaiserslautern","613","1594","562","575","853"
"Universidad de Valladolid","614","576","613","507","881"
"Università degli Studi di Modena e Reggio Emilia","615","833","1536","369","478"
"Indian Institute of Technology Madras","615","1128","969","547","626"
"Université du Luxembourg","617","35","1061","590","663"
"Leiden University / Universiteit Leiden","618","795","500","7356","86"
"Observatoire de Paris","618","724","836","1054","612"
"Dublin City University","620","1849","615","642","812"
"Bangor University","621","1234","771","441","760"
"University of Kwazulu Natal","621","930","1485","563","462"
"École Centrale de Lyon (comUE Université de Lyon)","623","5138","87","1000","1673"
"University of Limerick","624","1475","734","597","750"
"(3) University of Texas Medical Branch Galveston","624","2566","1003","422","607"
"Università degli Studi di Cagliari","626","614","1288","455","548"
"University of Windsor","627","876","481","644","971"
"Cranfield University","628","2110","780","607","704"
"Université de Lille","629","1010","1610","749","400"
"Mahidol University","630","408","899","844","672"
"National Taiwan Normal University","633","184","369","1096","1087"
"Southwest University / 西南大学","634","1646","1195","1088","457"
"Universidade Federal Fluminense","635","546","601","702","906"
"Adam Mickiewicz University Poznan / Uniwersytet Adama Mickiewicza w Poznaniu","635","526","630","852","858"
"Manchester Metropolitan University","637","1701","543","657","909"
"University of New Brunswick","638","751","541","595","976"
"University of the West of England","639","1764","498","709","930"
"Tilburg University","640","1634","799","1029","645"
"Aston University","641","2148","827","516","731"
"Huazhong (Central China) Agriculture University / 华中农业大学","642","1749","1000","1060","551"
"San José State University","643","1001","208","860","1423"
"University of Memphis (including Lambuth)","643","2684","572","525","902"
"Universitat Jaume I","645","663","797","635","781"
"Birkbeck University of London","645","1415","647","533","886"
"Chung Ang University / 중앙대학교","647","930","1013","786","624"
"South China Normal University / 华南师范大学","647","1075","714","1133","727"
"Fuzhou University / 福州大学","649","1882","1047","1067","528"
"Missouri University of Science & Technology","650","1342","821","518","770"
"University of Ulster","650","1955","769","493","789"
"Università degli Studi di Ferrara","650","874","1657","315","509"
"Universidad de Cantabria","653","1032","1144","508","616"
"Johannes Kepler Universität Linz","654","1539","802","519","778"
"University of Crete","655","758","1073","437","685"
"Indian Institute of Technology Kanpur","656","659","996","523","719"
"Università degli Studi di Udine","657","1188","1218","549","583"
"University of California Merced","657","1684","727","582","834"
"Victoria University","659","2661","737","717","752"
"Universitat Rovira i Virgili","660","1090","1274","445","593"
"Central China Normal University / 华中师范大学","661","1169","749","1878","619"
"University of Nebraska Medical Center","662","2174","1172","443","611"
"Wright State University","663","1475","455","728","1047"
"University of Hull","663","3706","815","589","734"
"Universidad Nacional de Educación a Distancia UNED","666","230","469","656","1165"
"Aberystwyth University / Prifysgol Aberystwyth","666","1475","637","634","917"
"Cairo University","668","1023","1418","761","521"
"Marquette University","669","1529","388","833","1124"
"Ocean University of China / 中国海洋大学","670","1242","982","1215","602"
"Université de Tours / Université François Rabelais (comUE Université confédérale Léonard de Vinci)","670","953","763","684","837"
"University of Brighton","670","1369","642","801","878"
"Universität fur Bodenkultur Wien","673","1289","1080","648","654"
